;Time;temp
0;2020-05-17 12:00:00;289.6055
1;2020-05-17 13:00:00;289.5982
2;2020-05-17 14:00:00;288.77463
3;2020-05-17 15:00:00;288.95602
4;2020-05-17 16:00:00;287.86386
5;2020-05-17 17:00:00;287.40112
6;2020-05-17 18:00:00;286.50793
7;2020-05-17 19:00:00;285.29083
8;2020-05-17 20:00:00;284.5907
9;2020-05-17 21:00:00;284.30017
10;2020-05-17 22:00:00;284.03488
11;2020-05-17 23:00:00;283.97867
12;2020-05-18 00:00:00;283.70746
13;2020-05-18 01:00:00;283.7449
14;2020-05-18 02:00:00;283.6668
15;2020-05-18 03:00:00;283.2802
16;2020-05-18 04:00:00;283.68073
17;2020-05-18 05:00:00;283.68658
18;2020-05-18 06:00:00;283.85904
19;2020-05-18 07:00:00;283.91666
20;2020-05-18 08:00:00;285.08542
21;2020-05-18 09:00:00;286.48587
22;2020-05-18 10:00:00;287.51804
23;2020-05-18 11:00:00;287.74634
24;2020-05-18 12:00:00;288.3192
25;2020-05-18 13:00:00;289.9054
26;2020-05-18 14:00:00;288.63947
27;2020-05-18 15:00:00;288.76855
28;2020-05-18 16:00:00;288.01086
29;2020-05-18 17:00:00;287.7162
30;2020-05-18 18:00:00;286.74164
31;2020-05-18 19:00:00;285.99295
32;2020-05-18 20:00:00;285.47653
33;2020-05-18 21:00:00;284.74994
34;2020-05-18 22:00:00;284.5093
35;2020-05-18 23:00:00;284.235
36;2020-05-19 00:00:00;284.2526
37;2020-05-19 01:00:00;284.20004
38;2020-05-19 02:00:00;284.0895
39;2020-05-19 03:00:00;283.9918
40;2020-05-19 04:00:00;284.0083
41;2020-05-19 05:00:00;284.14313
42;2020-05-19 06:00:00;284.8574
43;2020-05-19 07:00:00;286.11172
44;2020-05-19 08:00:00;287.63162
45;2020-05-19 09:00:00;288.52383
46;2020-05-19 10:00:00;289.2149
47;2020-05-19 11:00:00;289.47623
48;2020-05-19 12:00:00;288.42468
49;2020-05-19 13:00:00;288.28796
50;2020-05-19 14:00:00;288.82986
51;2020-05-19 15:00:00;289.25964
52;2020-05-19 16:00:00;289.0547
53;2020-05-19 17:00:00;288.49887
54;2020-05-19 18:00:00;287.33484
55;2020-05-19 19:00:00;285.6147
56;2020-05-19 20:00:00;284.46024
57;2020-05-19 21:00:00;282.86597
58;2020-05-19 22:00:00;282.07852
59;2020-05-19 23:00:00;281.1005
60;2020-05-20 00:00:00;280.3312
61;2020-05-20 01:00:00;280.51596
62;2020-05-20 02:00:00;280.19125
63;2020-05-20 03:00:00;280.31723
64;2020-05-20 04:00:00;280.58566
65;2020-05-20 05:00:00;281.2036
66;2020-05-20 06:00:00;283.15054
67;2020-05-20 07:00:00;285.02545
68;2020-05-20 08:00:00;286.9341
69;2020-05-20 09:00:00;288.53082
70;2020-05-20 10:00:00;290.1512
71;2020-05-20 11:00:00;291.0459
72;2020-05-20 12:00:00;291.9655
73;2020-05-20 13:00:00;292.47662
74;2020-05-20 14:00:00;292.5938
75;2020-05-20 15:00:00;292.32123
76;2020-05-20 16:00:00;291.97684
77;2020-05-20 17:00:00;291.63147
78;2020-05-20 18:00:00;290.0432
79;2020-05-20 19:00:00;288.0806
80;2020-05-20 20:00:00;287.13617
81;2020-05-20 21:00:00;285.17218
82;2020-05-20 22:00:00;284.71988
83;2020-05-20 23:00:00;284.44333
84;2020-05-21 00:00:00;283.36307
85;2020-05-21 01:00:00;282.954
86;2020-05-21 02:00:00;282.4401
87;2020-05-21 03:00:00;282.24295
88;2020-05-21 04:00:00;282.19394
89;2020-05-21 05:00:00;283.2366
90;2020-05-21 06:00:00;284.09128
91;2020-05-21 07:00:00;286.23035
92;2020-05-21 08:00:00;288.54172
93;2020-05-21 09:00:00;290.98483
94;2020-05-21 10:00:00;292.73453
95;2020-05-21 11:00:00;294.41794
96;2020-05-21 12:00:00;294.56287
97;2020-05-21 13:00:00;294.90424
98;2020-05-21 14:00:00;294.70343
99;2020-05-21 15:00:00;294.72388
100;2020-05-21 16:00:00;293.82217
101;2020-05-21 17:00:00;293.16483
102;2020-05-21 18:00:00;291.289
103;2020-05-21 19:00:00;289.3768
104;2020-05-21 20:00:00;288.08304
105;2020-05-21 21:00:00;287.38
106;2020-05-21 22:00:00;286.01105
107;2020-05-21 23:00:00;285.1777
108;2020-05-22 00:00:00;284.30038
109;2020-05-22 01:00:00;284.23795
110;2020-05-22 02:00:00;283.73047
111;2020-05-22 03:00:00;283.16135
112;2020-05-22 04:00:00;283.24252
113;2020-05-22 05:00:00;284.19183
114;2020-05-22 06:00:00;286.46582
115;2020-05-22 07:00:00;289.05823
116;2020-05-22 08:00:00;291.2664
117;2020-05-22 09:00:00;292.9748
118;2020-05-22 10:00:00;293.85873
119;2020-05-22 11:00:00;294.62424
120;2020-05-22 12:00:00;294.8409
121;2020-05-22 13:00:00;292.84662
122;2020-05-22 14:00:00;291.86655
123;2020-05-22 15:00:00;291.4058
124;2020-05-22 16:00:00;290.94858
125;2020-05-22 17:00:00;290.3264
126;2020-05-22 18:00:00;290.25305
127;2020-05-22 19:00:00;289.94318
128;2020-05-22 20:00:00;289.45343
129;2020-05-22 21:00:00;288.50595
130;2020-05-22 22:00:00;288.38083
131;2020-05-22 23:00:00;288.24054
132;2020-05-23 00:00:00;288.00058
133;2020-05-23 01:00:00;287.4931
134;2020-05-23 02:00:00;286.57843
135;2020-05-23 03:00:00;285.82645
136;2020-05-23 04:00:00;285.67447
137;2020-05-23 05:00:00;285.76028
138;2020-05-23 06:00:00;285.64502
139;2020-05-23 07:00:00;286.1941
140;2020-05-23 08:00:00;287.17554
141;2020-05-23 09:00:00;288.2202
142;2020-05-23 10:00:00;288.6112
143;2020-05-23 11:00:00;289.132
144;2020-05-23 12:00:00;289.53833
145;2020-05-23 13:00:00;289.78427
146;2020-05-23 14:00:00;287.62576
147;2020-05-23 15:00:00;288.83963
148;2020-05-23 16:00:00;287.5382
149;2020-05-23 17:00:00;286.43216
150;2020-05-23 18:00:00;286.10535
151;2020-05-23 19:00:00;285.3146
152;2020-05-23 20:00:00;284.61914
153;2020-05-23 21:00:00;284.35135
154;2020-05-23 22:00:00;284.4572
155;2020-05-23 23:00:00;284.14612
156;2020-05-24 00:00:00;282.70163
157;2020-05-24 01:00:00;283.62747
158;2020-05-24 02:00:00;283.5441
159;2020-05-24 03:00:00;283.67313
160;2020-05-24 04:00:00;283.5243
161;2020-05-24 05:00:00;283.94135
162;2020-05-24 06:00:00;284.68698
163;2020-05-24 07:00:00;285.81705
164;2020-05-24 08:00:00;287.14594
165;2020-05-24 09:00:00;287.11923
166;2020-05-24 10:00:00;286.8682
167;2020-05-24 11:00:00;288.1228
168;2020-05-24 12:00:00;287.1943
169;2020-05-24 13:00:00;288.02774
170;2020-05-24 14:00:00;289.51303
171;2020-05-24 15:00:00;288.35632
172;2020-05-24 16:00:00;287.9467
173;2020-05-24 17:00:00;286.66946
174;2020-05-24 18:00:00;285.33884
175;2020-05-24 19:00:00;284.74902
176;2020-05-24 20:00:00;284.35663
177;2020-05-24 21:00:00;283.82465
178;2020-05-24 22:00:00;283.54788
179;2020-05-24 23:00:00;283.60052
180;2020-05-25 00:00:00;283.38663
181;2020-05-25 01:00:00;283.41122
182;2020-05-25 02:00:00;283.6704
183;2020-05-25 03:00:00;283.4611
184;2020-05-25 04:00:00;283.37198
185;2020-05-25 05:00:00;283.3232
186;2020-05-25 06:00:00;283.2387
187;2020-05-25 07:00:00;283.95914
188;2020-05-25 08:00:00;284.60846
189;2020-05-25 09:00:00;285.16016
190;2020-05-25 10:00:00;286.86792
191;2020-05-25 11:00:00;287.45276
192;2020-05-25 12:00:00;288.93942
193;2020-05-25 13:00:00;289.07446
